AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2013,PUEBLO NUEVO,OBRA,CANCHA DE USOS MÚLTIPLES EN TELESECUNDARIA NO. 450,SOP/RE/AM/PA/ED/OB/SEG/2013-0137,CEJA SALGADO SERGIO,"$694,557.82 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA JUSTO SIERRA,SOP/RE/AM/PA/ED/OB/SEG/2013-0146,"VIMACOM, S.A. DE C.V.","$859,222.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,APASEO EL ALTO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA FELIPE CARRILLO P.,SOP/RE/AM/PA/ED/OB/SEG/2013-0148,"CONSTRUCTORA ACERCA, S.A. DE C.V.","$876,547.65 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA IGNACIO M. ALTAMIRAN,SOP/RE/AM/PA/ED/OB/SEG/2013-0145,"GRUPO RAFEC, S.A. DE C.V.","$566,288.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ACÁMBARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 6,SOP/RE/AM/PA/ED/OB/SEG/2013-0147,"CABBAR CONSTRUCCIONES, S.A. DE C.V.","$1,145,585.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 32,SOP/RE/AM/PA/ED/OB/SEG/2013-0144,QUEZADA GUTIERREZ JOSE,"$785,698.84 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CORTAZAR,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA ING. ANTONIO M.,SOP/RE/AM/PA/ED/OB/SEG/2013-0149,MARTINEZ OJEDA RAUL CAYETANO,"$1,628,516.32 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA IGNACIO RAMÍREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0152,"INGENIERIA Y OBRAS DE CALIDAD, S.A. DE C.V.","$991,046.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FRANCISCO DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA J. JESÚS MAYAGOIT,SOP/RE/AM/PA/ED/OB/SEG/2013-0153,ORTIZ MAGAÑA JUAN FAUSTINO,"$1,164,624.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ROMITA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 31,SOP/RE/AM/PA/ED/OB/SEG/2013-0154,"PAXTLE CONSTRUCCIONES, S.A. DE C.V.","$840,273.86 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SILAO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 11,SOP/RE/AM/PA/ED/OB/SEG/2013-0155,"ACARREOS Y PAVIMENTOS DEL BAJIO, S.A. DE C.V.","$1,183,814.05 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ROMITA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA FRANCISCO I. MADERO,SOP/RE/AM/PA/ED/OB/SEG/2013-0150,VILLANUEVA FLORES ROGELIO,"$795,851.25 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA GENERAL,SOP/RE/AM/PA/ED/OB/SEG/2013-0151,"CRB PROYECTA, S.A. DE C.V.","$1,141,407.66 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA DIEGO RIVERA,SOP/RE/AM/PA/ED/OB/SEG/2013-0159,VELAZQUEZ DIAZ RAYMUNDO,"$1,083,592.89 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA REVOLUCIÓN,SOP/RE/AM/PA/ED/OB/SEG/2013-0183,ORTEGA ORTIZ DE MONTELLANO ALFONSO,"$874,689.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,JERÉCUARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MA DOLORES MAYA,SOP/RE/AM/PA/ED/OB/SEG/2013-0171,"GRUPO JH CONSTRUCCIONES, S.A. DE C.V.","$722,325.11 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA JOSÉ CHÁVEZ MORADO,SOP/RE/AM/PA/ED/OB/SEG/2013-0174,GOMEZ GUERRA PABLO,"$993,195.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA NEZAHUALPILLI,SOP/RE/AM/PA/ED/OB/SEG/2013-0175,GOMEZ GUERRA PABLO,"$993,750.62 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN MIGUEL DE ALLENDE,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA ÁLVARO OBREGÓN,SOP/RE/AM/PA/ED/OB/SEG/2013-0172,"CBS CONSTRUCCIONES, S.A. DE C.V.","$1,174,111.93 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ACÁMBARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA IGNACIO ZARAGOZA,SOP/RE/AM/PA/ED/OB/SEG/2013-0115,GONZALEZ CALDERON ADRIAN,"$1,003,874.64 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA CONSTITUYENTES 1857,SOP/RE/AM/PA/ED/OB/SEG/2013-0184,ORTEGA ORTIZ DE MONTELLANO ALFONSO,"$748,622.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FRANCISCO DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA IGNACIO ZARAGOZA,SOP/RE/AM/PA/ED/OB/SEG/2013-0161,MUÑOZ LOPEZ PEDRO,"$953,000.93 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA JOSÉ MARÍA MORELOS,SOP/RE/AM/PA/ED/OB/SEG/2013-0160,TORRES ORTIZ ARMANDO,"$1,088,102.65 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS ESCUELA GENERAL INSURGENTES,SOP/RE/AM/PA/ED/OB/SEG/2013-0177,"DISEÑOS Y ESTRUCTURAS METALICAS DE LEON, S.A. DE C.V.","$781,425.89 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALAMANCA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA 20 DE NOVIEMBRE,SOP/RE/AM/PA/ED/OB/SEG/2013-0176,"URBANIZACIONES J.F., S.A. DE C.V.","$1,218,795.15 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA  AURELIANO ESQUIVEL,SOP/RE/AM/PA/ED/OB/SEG/2013-0169,"INGENIERIA Y OBRAS DE CALIDAD, S.A. DE C.V.","$826,925.79 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,TARIMORO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA BENITO JUÁREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0170,"GRUPO JH CONSTRUCCIONES, S.A. DE C.V.","$1,063,431.97 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CORTAZAR,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA NUEVA GENERACIÓN,SOP/RE/AM/PA/ED/OB/SEG/2013-0168,"MEDRANO CONSTRUCTORES, S.A. DE C.V.","$1,201,339.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA MELCHOR OCAMPO,SOP/RE/AM/PA/ED/OB/SEG/2013-0182,SAINZ SUAREZ ALEJANDRO,"$821,553.19 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA GENERAL NÚM. 4,SOP/RE/AM/PA/ED/OB/SEG/2013-0173,"INGENIERIA DISEÑO ESPECIALIZADO Y MONTAJE DE ESTRUCTURAS, S.A. DE C.V.","$706,229.46 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA NÚM. 11,SOP/RE/AM/PA/ED/OB/SEG/2013-0179,"LOPEZ MENA Y ASOCIADOS, S.A. DE C.V.","$1,015,820.75 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 5,SOP/RE/AM/PA/ED/OB/SEG/2013-0158,QUINTERO TEJADA MARTIN FERNANDO,"$1,149,241.75 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN TELESECUNDARIA NÚM. 528,SOP/RE/AM/PA/ED/OB/SEG/2013-0163,"OLAEZ CONSTRUCCION Y PROYECTOS, S.A. DE C.V.","$642,954.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,CANCHA DE BASQUETBOL DE PRÁCTICAS SECUNDARIA SALVADOR ZUÑIGA,SOP/RE/AM/PA/ED/OB/SEG/2013-0166,"GRUPO CONSTRUCTOR AXPA, S.A. DE C.V.","$549,685.60 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA CUAUHTEMOC,SOP/RE/AM/PA/ED/OB/SEG/2013-0167,RIVERA PEREZ LUIS ALBERTO,"$579,979.07 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA BERNARDO COBOS,SOP/RE/AM/PA/ED/OB/SEG/2013-0162,"LA CADENA CENTRO DE SERVICIO, S.A. DE C.V.","$573,716.20 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,YURIRIA,OBRA,CANCHA DE USOS MÚTLIPLES EN PRIMARIA 5 DE MAYO,SOP/RE/AM/PA/ED/OB/SEG/2013-0181,SANDOVAL SALMERON MARTIN PAULINO,"$759,646.32 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA 18 DE MARZO,SOP/RE/AM/PA/ED/OB/SEG/2013-0164,RIVERA PEREZ LUIS ALBERTO,"$568,250.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA LIC. MANUEL DOBLADO,SOP/RE/AM/PA/ED/OB/SEG/2013-0157,TORRES ORTIZ ARMANDO,"$610,802.72 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ACÁMBARO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA MELCHOR OCAMPO,SOP/RE/AM/PA/ED/OB/SEG/2013-0116,GONZALEZ CALDERON ADRIAN,"$798,439.63 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN JOSÉ ITURBIDE,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA TÉCNICA NÚM. 19,SOP/RE/AM/PA/ED/OB/SEG/2013-0178,ZAVALA RAMIREZ JORGE,"$586,610.77 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA EHECATL,SOP/RE/AM/PA/ED/OB/SEG/2013-0180,"CONFIANSA, S.A. DE C.V.","$547,342.14 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA NIÑOS HÉROES,SOP/RE/AM/PA/ED/OB/SEG/2013-0165,CABRERA BARRON EDGARDO,"$587,872.79 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,TIERRA BLANCA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA GRAL. SIGLO XXI,SOP/RE/AM/PA/ED/OB/SEG/2013-0203,RODRIGUEZ LEDESMA JUAN,"$840,409.39 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VARIOS MUNICIPIOS,ESTUDIO,MEDICION DEFLEXIONES RED CARRETERA ESTATAL,SOP/RE/AM/PU/CT/SERV/OP/2013-0189,"PROYSECC INGENIERIA, S.A. DE C.V.","$923,204.65 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VARIOS MUNICIPIOS,ESTUDIO,POZOS A CIELO ABIERTO,SOP/RE/AM/PU/CT/SERV/OP/2013-0188,"E.M.S. Y CONTROL DE CALIDAD PARA LA CONSTRUCCION, S.A. DE C.V.","$1,377,398.76 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 586,SOP/RE/AM/PA/ED/OB/SEG/2013-0199,"SUDIC SUPERVISION, DISEÑO Y CONSTRUCCION, S.A. DE C.V.","$812,897.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VALLE DE SANTIAGO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 183,SOP/RE/AM/PA/ED/OB/SEG/2013-0191,RAMIREZ MONJARAZ JUAN,"$995,733.22 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 13,SOP/RE/AM/PA/ED/OB/SEG/2013-0202,"CONSTRUCTORA MOSQ, S.A. DE C.V.","$989,177.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,JERÉCUARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 22,SOP/RE/AM/PA/ED/OB/SEG/2013-0192,"CONSTRUCTORA IBAMIR, S.A. DE C.V.","$1,127,174.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SANTA CRUZ DE JUVENTINO ROSAS,OBRA,TECHADO SECUNDARIA JUSTO SIERRA,SOP/RE/AM/PA/ED/OB/SEG/2013-0194,NAVARRETE MACIAS JOSE GUADALUPE,"$842,734.85 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA BICENTENARIO,SOP/RE/AM/PA/ED/OB/SEG/2013-0156,ALVAREZ HERNANDEZ LAURA KARINA,"$1,096,988.77 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA FRAY PEDRO DE GANTE,SOP/RE/AM/PA/ED/OB/SEG/2013-0198,GOMEZ PADILLA JOSE BERNARDO,"$739,460.17 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA JOSEFA ORTÍZ DE D.,SOP/RE/AM/PA/ED/OB/SEG/2013-0195,VILLAFUERTE VILLEGAS ALBERTO JOSE,"$997,758.31 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALAMANCA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA MARTIRES DE CANANEA,SOP/RE/AM/PA/ED/OB/SEG/2013-0200,"ARQUITECTURA + TECNOLOGIA, S.A. DE C.V.","$1,239,028.10 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,YURIRIA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA CENTENARIO 5 DE M.,SOP/RE/AM/PA/ED/OB/SEG/2013-0193,CARDENAS RODRIGUEZ SALVADOR,"$934,460.44 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,"TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA GRAL. NÚ, 1",SOP/RE/AM/PA/ED/OB/SEG/2013-0196,"GAMC, S.A. DE C.V.","$777,186.85 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FRANCISCO DEL RINCÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA RAFAEL RAMÍREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0190,MUÑOZ LOPEZ PEDRO,"$707,046.68 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES SECUNDARIA DR. FRANCISCO FLORES O.,SOP/RE/AM/PA/ED/OB/SEG/2013-0201,"CONSULTORIA Y CONSTRUCTORA FLORESA, S.A. DE C.V.","$560,126.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA 18 DE MARZO,SOP/RE/AM/PA/ED/OB/SEG/2013-0197,CABRERA BARRON EDGARDO,"$641,952.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PUEBLO NUEVO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA IGNACIO M. ALTAM,SOP/RE/AM/PA/ED/OB/SEG/2013-0204,"DOLAR ESPECIALIDADES DE LA CONSTRUCCION, S.A. DE C.V.","$749,193.21 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,XICHÚ,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA BENITO JUÁREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0206,"CONSTRUCCIONES SIERRA GORDA, S.A. DE C.V.","$794,893.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,MOROLEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA DR. CAYETANO ANDRADE,SOP/RE/AM/PA/ED/OB/SEG/2013-0205,RUIZ RUIZ ISAAC,"$503,640.33 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,SUPERVISION,1A ETAPA DE VIALIDAD DE ACCESO AL PARQUE PROVEEDURÍA AUTOM.,SOP/RE/AM/PU/CT/SERV/OP/2013-0229,MALDONADO RODRIGUEZ IGNACIO,"$1,566,509.37 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA HEROICO COLEGIO M.,SOP/RE/AM/PA/ED/OB/SEG/2013-0215,"DESARROLLADORES DE PROYECTOS BICENTENARIO, S.A. DE C.V.","$798,948.89 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,TECHADO DE CANCHA SECUNDARIA CUNA DE LA INDEPENDENCIA NAC.,SOP/RE/AM/PA/ED/OB/SEG/2013-0224,MAGAÑA RAMIREZ FELIPE DE JESUS,"$928,061.41 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA LÁZARO CÁRDENAS,SOP/RE/AM/PA/ED/OB/SEG/2013-0219,"VICSA INGENIERIA, S.A. DE C.V.","$723,607.59 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ACÁMBARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA ELIAS MACOTELA G.,SOP/RE/AM/PA/ED/OB/SEG/2013-0211,GARCIA LOPEZ MARIA SOLEDAD KARINA,"$945,811.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SANTIAGO MARAVATÍO,OBRA,TECHADO DE CANCHA EN SECUNDARIA 25 DE JULIO DE 1540,SOP/RE/AM/PA/ED/OB/SEG/2013-0221,MURILLO HERRERA JUAN FELIPE,"$1,161,571.34 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA TÉCNICA IND NÚM 60,SOP/RE/AM/PA/ED/OB/SEG/2013-0208,VARGAS SOTO SALVADOR,"$1,412,582.53 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN JOSÉ ITURBIDE,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA PORVENIR,SOP/RE/AM/PA/ED/OB/SEG/2013-0212,LOBATO REGALADO J GUADALUPE ALBERTO,"$788,794.10 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 33,SOP/RE/AM/PA/ED/OB/SEG/2013-0223,"CONSTRUCCION Y URBANISMO DE LEON, S.A. DE C.V.","$1,067,290.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN LUIS DE LA PAZ,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 10,SOP/RE/AM/PA/ED/OB/SEG/2013-0220,TORRES DAMIAN DELFINO,"$1,158,185.62 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,JERÉCUARO,OBRA,TECHADO DE CANCHA EN SECUNDARIA LIC. JOSÉ AGUILAR Y MAYA,SOP/RE/AM/PA/ED/OB/SEG/2013-0213,MUÑOZ ALCALA ARMANDO,"$1,197,992.74 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 52,SOP/RE/AM/PA/ED/OB/SEG/2013-0225,"LUZ MARQ CONSTRUCCIONES, S.A. DE C.V.","$1,100,503.69 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 4,SOP/RE/AM/PA/ED/OB/SEG/2013-0222,"CONSTRUCCION Y MAQUINARIA SALAZAR, S.A. DE C.V.","$1,183,136.58 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA EL NIGROMANTE,SOP/RE/AM/PA/ED/OB/SEG/2013-0216,"DESARROLLADORES DE PROYECTOS BICENTENARIO, S.A. DE C.V.","$486,809.26 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA JUVENTINO ROSAS,SOP/RE/AM/PA/ED/OB/SEG/2013-0207,VALADEZ LOPEZ JOSE FRANCISCO,"$553,899.12 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SILAO,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA EFRAÍN HUERTA,SOP/RE/AM/PA/ED/OB/SEG/2013-0214,"CONSTRUCTORA Y MATERIALES FAVECO, S.A. DE C.V.","$719,826.33 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA TÉCNICA NÚM. 56,SOP/RE/AM/PA/ED/OB/SEG/2013-0210,"CONSTRUCCION, RENTAS Y SERVICIOS DE INGENIERIA, S. DE R.L. DE C.V.","$741,901.07 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ROMITA,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA MARÍA ROSARIO GUTIÉRREZ E.,SOP/RE/AM/PA/ED/OB/SEG/2013-0218,CEDEÑO JUAREZ JOSE MAURICIO,"$535,352.96 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA JUAN PABLO II,SOP/RE/AM/PA/ED/OB/SEG/2013-0209,VALADEZ LOPEZ JOSE FRANCISCO,"$437,632.33 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE VOLEIBOL EN TELESECUNDARIA NÚM. 126,SOP/RE/AM/PA/ED/OB/SEG/2013-0217,"CONSTRUCCIONES KAOMAXI, S.A. DE C.V.","$347,728.19 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,2A ETAPA DE LA CAFETERÍA Y OBRAS COMPLEMENTARIAS,SOP/RE/LS/PU/ED/OB/ITESI/2013-0226,"ORTIZ CONSTRUCCION Y ARRENDAMIENTO, S.A DE C.V","$5,524,736.47 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,GUANAJUATO,OBRA,"REHAB. DEL PUENTE ING. LORENZO GARCÍA, AUTOPISTA GTO.-SILAO",SOP/RE/LS/PU/IV/OB/OP/2013-0227,"ESPINOSA INGENIEROS CONSTRUCTORES, S.A. DE C.V.","$8,293,168.41 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,LEÓN,OBRA,EDIFICIO DE AULAS I DEL CECYT 17 EN LAS JOYAS,SOP/RE/LS/PA/ED/OB/SEG/2013-0228,"METALES LAMINADOS APARMEX, S.A. DE C.V.","$19,038,454.52 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,SILAO,PROYECTO,VIALIDAD Y SERVICIOS DE LAS AVENIDAS NESTLE Y PURINA EN GPI,SOP/RE/AM/PU/CT/SERV/GPI/2013-0230,LUNA ESTRADA OSCAR DAVID,"$363,632.08 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SILAO,ESTUDIO,DISTRIBUIDOR DEL EJE METROPOLITANO E.C. SILAO-S. FELIPE,SOP/RE/AM/PU/CT/SERV/OP/2013-0232,RODRIGUEZ MAYA ALFONSO,"$112,215.13 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,REMODELACIÓN DE ACCESO DEL EDIFICIO DE SOP,SOP/RE/AM/PU/ED/OB/OP/2013-0231,"MUKSAR, S.A. DE C.V.","$211,914.61 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
